z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,AR
0.011375,0.72945851653653038,-9.2748249493476816e-149,300.20576142124514,1.3413303668719192,0.15244551194427267,2.3835052180422581e-13,1.7105963168199914e-09,0.14125684908443253,2.236322747390976e-11,3.7801551239611734e-06,2.8078662406978649e-08,1.4709074596694848e-08,0.70629381429523586
0.0114375,0.72905377223376533,-9.1894235593529553e-149,300.43050803638153,1.3420750247511146,0.15126548429515033,1.2448313357515494e-12,3.4910322853808727e-09,0.14145131078542855,1.2323729493871153e-10,9.2496226600653494e-06,7.3544555745489117e-08,3.8757096276314057e-08,0.70727383937959443
0.0115,0.7288568820614828,-9.0251448106819221e-149,300.95866305910056,1.3424375690666532,0.14942404503253037,6.3340682263880544e-12,7.5491558938859445e-09,0.14175254121216155,6.3712067126979385e-10,2.4574080844731502e-05,2.1115739874412628e-07,1.1203445600860506e-07,0.70879850828999791
0.01153125,0.72910154783849856,-1.8365862312802668e-148,301.49089243307634,1.3419870889122043,0.14811749480127412,1.7034053771769323e-11,1.1552908680620561e-08,0.14196385634962305,1.6987365496165195e-09,4.2561257892187038e-05,3.8424241957823836e-07,2.0464839385198665e-07,0.70987548543171819
0.0115625,0.72993292371187535,-2.7944178180216554e-148,302.38443111194465,1.3404586061951687,0.14644773425187563,4.5273477839204464e-11,1.8171353109511902e-08,0.14223002224401646,4.4451927864443086e-09,7.6649256609490605e-05,7.3189182607958185e-07,3.912150094833012e-07,0.71124444847884349
0.01159375,0.73186759788444156,-5.7734249646041221e-148,303.88566250937856,1.3369151520836646,0.14431686483057601,1.2251496938688586e-10,2.9221496813350285e-08,0.14256213598758866,1.1612758327428169e-08,0.00014109354037723903,1.4295411058456529e-06,7.6551472305321999e-07,0.71297766962885911
0.011625,0.73580238337269988,-7.8681226640972095e-148,306.4081998028297,1.3297658775263839,0.14160417655252003,3.4487105647092091e-10,4.8032457677689607e-08,0.14297032973939225,3.0514898117858659e-08,0.00026241827568314894,2.8290646926515517e-06,1.5107676329735084e-06,0.71515865670785217
0.01165625,0.74326662968188895,-9.3404232973337099e-148,310.64187098364772,1.316411769177724,0.13816489462039105,1.0446662546186408e-09,8.1236784845082401e-08,0.14345983699220322,8.1481955669165329e-08,0.00048921684343254993,5.639698583726086e-06,2.9740420996775876e-06,0.71787727403988311
0.011671875,0.74929056441287578,-9.4089665238038196e-148,313.82914770141844,1.3058284904197386,0.13610789694171202,2.0809509266742605e-09,1.0885234036836336e-07,0.14373259366109248,1.4189544149407699e-07,0.00067516053558800456,8.1211990335131415e-06,4.2096544185212566e-06,0.7194717651794228
0.0116875,0.75764400108417163,-9.4293771462039814e-148,318.08115067285178,1.2914310689310236,0.13379017849959515,4.423830999558625e-09,1.4902699590547002e-07,0.14401769488032043,2.5043510147587283e-07,0.00093873974846508522,1.1860532378817632e-05,5.9964731623239028e-06,0.72123512598014983
0.011703125,0.76910126083777353,-9.4970896281464435e-148,323.73618067240926,1.2721927475246433,0.13118825847341026,1.0499572884556339e-08,2.0932101826537938e-07,0.1443059862730619,4.5120854463688141e-07,0.0013097528584749233,1.7500970769566582e-05,8.5399677795035006e-06,0.72316929042736811
0.011710937500000001,0.77637332709562201,-9.5534735835913391e-148,327.25459662917359,1.2602765153331483,0.12977148045516843,1.7999756220389861e-08,2.5220271448753278e-07,0.144446027332025,6.2104381531627721e-07,0.0015506343846703741,2.140354155200418e-05,1.0188073912653567e-05,0.72419937496638565
0.01171875,0.78491621126331801,-9.8830471330916692e-148,331.33843693990343,1.2465599309717763,0.12827363554490703,3.1665226275002857e-08,3.0707591145454886e-07,0.14457929892355542,8.6265504336002986e-07,0.0018383691279627815,2.6285143297463993e-05,1.2149498572036382e-05,0.72526906036552419
0.011726562499999999,0.79491819730776703,-1.555366011032569e-147,336.06957319048502,1.2308752391206763,0.12669280209063699,5.7491028188629265e-08,3.7815583795719501e-07,0.14470225560578934,1.2103653012045471e-06,0.0021808513012438195,3.2376167471200661e-05,1.4462201654134144e-05,0.72637560662103728
0.011734375,0.80658693047516494,-2.7546441013252559e-147,341.5383807455795,1.2130684464641694,0.12502757624184427,1.0707428688957736e-07,4.7144725975957908e-07,0.14481069910686301,1.7167061185073647e-06,0.0025868727113077419,3.9945141897109796e-05,1.7158647246925697e-05,0.72751545292317588
0.011742187500000001,0.82014852292758289,-6.1713060867312606e-147,347.84339912634869,1.193009747971025,0.1232771700985789,2.0254094434984657e-07,5.9558301183733501e-07,0.14489974884040802,2.4623935666166269e-06,0.0030660782647035922,4.9289170848189283e-05,2.0260208017460088e-05,0.72868419289992115
0.01174609375,0.82773525492299582,-8.5846732948348813e-147,351.35114669530049,1.1820750538477796,0.1223695997680395,2.8306187640937009e-07,6.7397696915232841e-07,0.14493488742142865,2.9719984186206414e-06,0.0033372664978420269,5.4744067957318114e-05,2.1965138165021989e-05,0.72927760806930331
0.01175,0.8359114331235965,-1.1334576719382674e-146,355.11833616414032,1.1705130113209405,0.12144047853736756,3.9408275965578672e-07,7.6571490778488276e-07,0.14496253253333469,3.5976089083044747e-06,0.0036317735361166446,6.0781030488467355e-05,2.3775726360806072e-05,0.72987590122975599
0.01175390625,0.84471185728250753,-1.1370967479475365e-146,359.16015586906622,1.1583183215246269,0.12048993951996675,5.4692539494976789e-07,8.7339595618380977e-07,0.14498180971507507,4.3665335451434489e-06,0.0039511191529297031,6.7431455520125362e-05,2.5688276207561775e-05,0.7304782250254046
0.011757812499999999,0.8541717672947029,-1.1411350601953356e-146,363.49200425638168,1.1454900162524029,0.11951817330538489,7.5652917282658348e-07,1.0001567066711839e-06,0.1449918073495827,5.3122415877448798e-06,0.0042968473754680372,7.4718682815141477e-05,2.7696722512928989e-05,0.73108368763676901
